filename,start,end,label
/home/juan/projects/mcr_corpus/outputs/Titi_monkey/Raptor_model_canopy/wav//4-1-Raptor_model_canopy_GP_first_26calls.wav,6.929101,6.985530,A
/home/juan/projects/mcr_corpus/outputs/Titi_monkey/Raptor_model_canopy/wav//4-1-Raptor_model_canopy_GP_first_26calls.wav,8.125400,8.226973,A
/home/juan/projects/mcr_corpus/outputs/Titi_monkey/Raptor_model_canopy/wav//4-1-Raptor_model_canopy_GP_first_26calls.wav,8.847694,8.915409,A
/home/juan/projects/mcr_corpus/outputs/Titi_monkey/Raptor_model_canopy/wav//4-1-Raptor_model_canopy_GP_first_26calls.wav,9.739275,9.806990,A
/home/juan/projects/mcr_corpus/outputs/Titi_monkey/Raptor_model_canopy/wav//4-1-Raptor_model_canopy_GP_first_26calls.wav,11.240292,11.319292,A
/home/juan/projects/mcr_corpus/outputs/Titi_monkey/Raptor_model_canopy/wav//4-1-Raptor_model_canopy_GP_first_26calls.wav,12.872811,12.938506,A
/home/juan/projects/mcr_corpus/outputs/Titi_monkey/Raptor_model_canopy/wav//4-1-Raptor_model_canopy_GP_first_26calls.wav,13.628307,13.694002,A
/home/juan/projects/mcr_corpus/outputs/Titi_monkey/Raptor_model_canopy/wav//4-1-Raptor_model_canopy_GP_first_26calls.wav,14.630160,14.687644,A
/home/juan/projects/mcr_corpus/outputs/Titi_monkey/Raptor_model_canopy/wav//4-1-Raptor_model_canopy_GP_first_26calls.wav,15.147511,15.213206,A
/home/juan/projects/mcr_corpus/outputs/Titi_monkey/Raptor_model_canopy/wav//4-1-Raptor_model_canopy_GP_first_26calls.wav,15.878371,15.935854,A
/home/juan/projects/mcr_corpus/outputs/Titi_monkey/Raptor_model_canopy/wav//4-1-Raptor_model_canopy_GP_first_26calls.wav,16.469629,16.527112,A
/home/juan/projects/mcr_corpus/outputs/Titi_monkey/Raptor_model_canopy/wav//4-1-Raptor_model_canopy_GP_first_26calls.wav,17.734264,17.791747,A
/home/juan/projects/mcr_corpus/outputs/Titi_monkey/Raptor_model_canopy/wav//4-1-Raptor_model_canopy_GP_first_26calls.wav,18.473336,18.530819,A
/home/juan/projects/mcr_corpus/outputs/Titi_monkey/Raptor_model_canopy/wav//4-1-Raptor_model_canopy_GP_first_26calls.wav,19.811878,19.869361,A
/home/juan/projects/mcr_corpus/outputs/Titi_monkey/Raptor_model_canopy/wav//4-1-Raptor_model_canopy_GP_first_26calls.wav,20.526314,20.583798,A
/home/juan/projects/mcr_corpus/outputs/Titi_monkey/Raptor_model_canopy/wav//4-1-Raptor_model_canopy_GP_first_26calls.wav,22.970250,23.047978,A
/home/juan/projects/mcr_corpus/outputs/Titi_monkey/Raptor_model_canopy/wav//4-1-Raptor_model_canopy_GP_first_26calls.wav,23.969614,24.058446,A
/home/juan/projects/mcr_corpus/outputs/Titi_monkey/Raptor_model_canopy/wav//4-1-Raptor_model_canopy_GP_first_26calls.wav,26.468024,26.545753,A
/home/juan/projects/mcr_corpus/outputs/Titi_monkey/Raptor_model_canopy/wav//4-1-Raptor_model_canopy_GP_first_26calls.wav,28.200255,28.266880,A
/home/juan/projects/mcr_corpus/outputs/Titi_monkey/Raptor_model_canopy/wav//4-1-Raptor_model_canopy_GP_first_26calls.wav,33.197076,33.285908,A
/home/juan/projects/mcr_corpus/outputs/Titi_monkey/Raptor_model_canopy/wav//4-1-Raptor_model_canopy_GP_first_26calls.wav,34.116376,34.161043,A
/home/juan/projects/mcr_corpus/outputs/Titi_monkey/Raptor_model_canopy/wav//4-2-Raptor_model_canopy_GP_last_4_calls.wav,1.635227,1.682459,A
/home/juan/projects/mcr_corpus/outputs/Titi_monkey/Raptor_model_canopy/wav//4-2-Raptor_model_canopy_GP_last_4_calls.wav,3.477308,3.524541,A
/home/juan/projects/mcr_corpus/outputs/Titi_monkey/Raptor_model_canopy/wav//4-2-Raptor_model_canopy_GP_last_4_calls.wav,4.906102,4.947431,A
/home/juan/projects/mcr_corpus/outputs/Titi_monkey/Raptor_model_canopy/wav//4-2-Raptor_model_canopy_GP_last_4_calls.wav,5.809431,5.868472,A
